COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
WAS|VANCEBORO|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|WAITE|1-1|2|6|141|1|0|0|0|0|0|0|0|0|
WAS|WESLEY|1-1|2|6|137|1|0|0|2|0|0|0|0|2|
WAS|WHITING|1-1|2|6|139|2|0|0|0|0|0|0|0|0|
WAS|WHITNEYVILLE|1-1|2|6|138|1|0|0|0|0|0|0|0|0|
YOR|ACTON|1-1|1|34|20|1|0|0|0|0|0|0|0|0|
YOR|ALFRED|1-1|1|32|21|4|0|0|0|0|0|0|0|0|
YOR|ALFRED|1-2|1|32|21|4|0|0|0|0|0|0|0|0|
YOR|ARUNDEL|1-1|1|32|10|2|1|0|0|1|0|0|0|2|
YOR|BERWICK|1-1|1|34|5|1|0|0|0|0|0|0|0|0|
YOR|BERWICK|1-1|1|35|5|1|0|0|0|0|0|0|0|0|
YOR|BIDDEFORD|1-1|1|32|11|2|0|0|0|0|0|0|0|0|
YOR|BIDDEFORD|1-1|1|32|9|2|77|20|26|115|0|0|0|238|
YOR|BIDDEFORD|2-1|1|32|11|2|0|0|1|0|0|0|0|1|
YOR|BIDDEFORD|2-1|1|32|12|2|5|0|1|2|0|1|0|9|
YOR|BIDDEFORD|3-1|1|32|11|2|3|0|0|0|0|0|0|3|
YOR|BIDDEFORD|3-1|1|32|12|2|1|0|0|1|0|0|0|2|
YOR|BIDDEFORD|3-1|1|32|9|2|1|0|0|0|0|0|0|1|
YOR|BIDDEFORD|4-1|1|32|11|2|3|1|0|1|0|0|0|5|
YOR|BIDDEFORD|4-1|1|32|12|2|3|0|0|1|0|0|0|4|
YOR|BIDDEFORD|5-1|1|32|11|2|1|0|0|1|0|0|0|2|
YOR|BIDDEFORD|5-1|1|32|12|2|8|1|0|4|0|0|0|13|
YOR|BIDDEFORD|6-1|1|32|11|2|7|0|2|1|0|0|0|10|
YOR|BIDDEFORD|7-1|1|32|11|2|2|0|0|0|0|0|0|2|
YOR|BUXTON|1-1|1|30|16|3|0|0|0|0|0|0|0|0|
YOR|BUXTON|1-1|1|30|22|3|0|0|0|0|0|0|0|0|
YOR|BUXTON|1-1|1|31|16|3|0|0|0|0|0|0|0|0|
YOR|CORNISH|1-1|1|33|68|1|0|0|0|0|0|0|0|0|
YOR|DAYTON|1-1|1|32|10|3|0|0|0|0|0|0|0|0|
YOR|ELIOT|1-1|1|35|2|5|0|0|0|0|0|0|0|0|
YOR|HOLLIS|1-1|1|31|16|3|0|0|0|0|0|0|0|0|
YOR|KENNEBUNK|1-1|1|34|8|2|0|0|0|0|0|0|0|0|
YOR|KENNEBUNK|1-2|1|34|8|2|0|0|0|1|0|0|0|1|
YOR|KENNEBUNK|1-2|1|34|9|2|0|0|0|0|0|0|0|0|
YOR|KENNEBUNKPORT|1-1|1|32|9|2|0|0|0|0|0|0|0|0|
YOR|KITTERY|1-1|1|35|1|5|0|0|0|0|0|0|0|0|
YOR|KITTERY|1-1|1|35|2|5|0|0|0|0|0|0|0|0|
YOR|LEBANON|1-1|1|34|20|1|0|0|0|0|0|0|0|0|
YOR|LIMERICK|1-1|1|33|21|1|0|0|0|0|0|0|0|0|
YOR|LIMERICK|1-1|1|33|22|1|0|0|0|0|0|0|0|0|
YOR|LIMINGTON|1-1|1|31|22|1|0|0|0|0|0|0|0|0|
YOR|LYMAN|1-1|1|32|10|4|2|0|3|4|0|0|0|9|
YOR|LYMAN|1-1|1|32|17|4|1|0|0|2|0|0|0|3|
YOR|NEWFIELD|1-1|1|33|21|1|0|0|0|0|0|0|0|0|
YOR|NORTH BERWICK|1-1|1|34|5|1|0|0|0|0|0|0|0|0|
YOR|NORTH BERWICK|1-1|1|34|6|1|0|0|0|1|0|0|0|1|
YOR|OGUNQUIT|1-1|1|35|4|5|21|1|13|18|0|0|0|53|
YOR|OLD ORCHARD BEACH|1-1|1|31|13|3|6|0|2|11|0|0|0|19|
YOR|PARSONSFIELD|1-1|1|33|21|1|0|0|0|0|0|0|0|0|
YOR|PARSONSFIELD|1-1|1|33|68|1|0|0|0|0|0|0|0|0|
YOR|SACO|1-1|1|31|15|3|3|0|5|5|0|0|0|13|
YOR|SACO|1-1|1|31|16|3|0|0|0|1|0|0|0|1|
YOR|SACO|2-1|1|31|15|3|4|0|0|0|0|0|0|4|
YOR|SACO|2-1|1|31|16|3|0|1|0|1|0|0|0|2|
YOR|SACO|3-1|1|31|14|3|2|0|3|3|0|0|0|8|
YOR|SACO|3-1|1|31|15|3|8|1|6|14|0|0|0|29|
YOR|SACO|4-1|1|31|14|3|11|2|2|18|0|0|0|33|
YOR|SACO|5-1|1|31|14|3|5|0|3|3|0|0|0|11|
YOR|SACO|5-1|1|31|15|3|2|0|3|4|0|1|0|10|
YOR|SACO|6-1|1|31|14|3|16|3|13|21|0|0|0|53|
YOR|SACO|6-1|1|31|15|3|0|0|0|0|0|0|0|0|
YOR|SACO|7-1|1|31|14|3|15|2|9|15|0|1|0|42|
YOR|SACO|7-1|1|31|15|3|1|0|1|1|0|0|0|3|
YOR|SANFORD|1-1|1|33|18|4|1|0|0|0|0|0|0|1|
YOR|SANFORD|1-1|1|33|19|4|0|0|0|0|0|0|0|0|
YOR|SANFORD|2-1|1|33|18|4|0|0|0|0|0|1|0|1|
YOR|SANFORD|3-1|1|33|19|4|0|0|0|0|0|0|0|0|
YOR|SANFORD|3-1|1|33|4|4|0|0|0|0|0|0|0|0|
YOR|SHAPLEIGH|1-1|1|33|20|4|0|0|0|0|0|0|0|0|
YOR|SHAPLEIGH|1-1|1|33|21|4|1|0|3|2|0|0|0|6|
YOR|SOUTH BERWICK|1-1|1|35|2|1|0|0|0|0|0|0|0|0|
YOR|SOUTH BERWICK|1-1|1|35|6|1|1|0|0|0|0|0|0|1|
YOR|WATERBORO|1-1|1|33|17|4|0|0|0|0|0|0|0|0|
YOR|WATERBORO|2-1|1|33|17|4|0|0|0|0|0|0|0|0|
YOR|WELLS|1-1|1|34|4|5|0|0|0|0|0|0|0|0|
YOR|WELLS|1-1|1|34|7|5|0|0|0|1|0|0|0|1|
YOR|YORK|1-1|1|35|3|5|0|0|0|0|0|0|0|0|
YOR|YORK|1-1|1|35|4|5|0|0|0|0|0|0|0|0|
